machine,size,iteration,metric,invocations,min,max,mean,sum
f3,100_100_100,4,total_CUDA_functions,0, 0, 0, 0, 12691475
f3,100_100_100,4,total_running_time,0, 0, 0, 0, 73562505
f3,100_100_100,5,cuDeviceGetAttribute,91,391,278666,8159.033,742472
f3,100_100_100,5,cudaSetupArgument,1000,486,7756,657.348,657348
f3,100_100_100,5,cudaMallocHost,2,3965977,202241353,103103665,206207330
f3,100_100_100,5,cudaGetDeviceCount,5,823,6654,2060.8,10304
f3,100_100_100,5,cudaGetDeviceProperties,5,539625,895199,649266.2,3246331
f3,100_100_100,5,cudaMemGetInfo,5,141448,264850,178769.8,893849
f3,100_100_100,5,cudaLaunch,100,16705,119922,24044.5,2404450
f3,100_100_100,5,cudaMalloc,20,217014,554528,281340.3,5626806
f3,100_100_100,5,cudaMemcpy,10,1229047,1398339,1289557,12895571
f3,100_100_100,5,CUDA memcpy HtoD,5,1276218,1291643,1281620,6408102
f3,100_100_100,5,CUDA memcpy DtoH,5,1193399,1212088,1199639,5998197
f3,100_100_100,5,cudaFree,22,205042,2593970,611202.8,13446462
f3,100_100_100,5,cudaLaunch (gpu_stencil37_hack1_cp_slices,25,17097,119922,27874.08,696852
f3,100_100_100,5,gpu_stencil37_hack1_cp_slices,25,23553,30498,26739.08,668477
f3,100_100_100,5,cudaLaunch (gpu_stencil37_hack1_cp_rows,25,16705,37966,22333.08,558327
f3,100_100_100,5,gpu_stencil37_hack1_cp_rows,25,67139,82116,77315.52,1932888
f3,100_100_100,5,cudaLaunch (gpu_stencil37_hack1_cp_cols,25,17044,33375,21884.36,547109
f3,100_100_100,5,gpu_stencil37_hack1_cp_cols,25,124774,133703,128447.5,3211188
f3,100_100_100,5,cudaLaunch (gpu_stencil37_hack2,25,17868,42598,24086.48,602162
f3,100_100_100,5,gpu_stencil37_hack2,25,491606,498391,494276.8,12356920
f3,100_100_100,5,total_CUDA memcpy HtoD,5,1276218,1291643,1281620,6408102
f3,100_100_100,5,total_CUDA memcpy DtoH,5,1193399,1212088,1199639,5998197
f3,100_100_100,5,total_kernel_execution_time,0, 0, 0, 0, 18169473
f3,100_100_100,5,total_CUDA_functions,0, 0, 0, 0, 13581560
f3,100_100_100,5,total_running_time,0, 0, 0, 0, 78309957
